         1070383 function calls (1039921 primitive calls) in 7.628 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:3402(subclass_init)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:519(__len__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:600(_from_parsed_parts)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:1092(stat)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:219(_acquireLock)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:228(_releaseLock)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:1079(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:391(realpath)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:400(_joinrealpath)
      2/1    0.000    0.000    0.009    0.009 /usr/lib/python3.10/importlib/__init__.py:108(import_module)
        2    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/BmpImagePlugin.py:60(BmpImageFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/BmpImagePlugin.py:277(DibImageFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/BmpImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/GifImagePlugin.py:50(GifImageFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/GifImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/JpegImagePlugin.py:340(JpegImageFile)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3/dist-packages/PIL/JpegImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffImagePlugin.py:135(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffImagePlugin.py:294(IFDRational)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffImagePlugin.py:421(ImageFileDirectory_v2)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffImagePlugin.py:923(ImageFileDirectory_v1)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffImagePlugin.py:1022(TiffImageFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/TiffImagePlugin.py:1779(AppendingTiffWriter)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3/dist-packages/PIL/TiffImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/ImageOps.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/JpegPresets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/PpmImagePlugin.py:47(PpmImageFile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/PIL/PpmImagePlugin.py:1(<module>)
        1    0.002    0.002    7.628    7.628 /tmp/ipykernel_137567/2555629870.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/speersm/.local/lib/python3.10/site-packages/matplotlib_inline/__init__.py:1(<module>)
        1    0.000    0.000    0.005    0.005 /home/speersm/.local/lib/python3.10/site-packages/matplotlib_inline/backend_inline.py:161(configure_inline_support)
        1    0.000    0.000    0.006    0.006 /home/speersm/.local/lib/python3.10/site-packages/matplotlib_inline/backend_inline.py:209(_enable_matplotlib_integration)
        1    0.000    0.000    0.008    0.008 /home/speersm/.local/lib/python3.10/site-packages/matplotlib_inline/backend_inline.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:59(RendererAgg)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:384(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:561(_BackendAgg)
        1    0.000    0.000    0.001    0.001 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/backend_agg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib_inline/config.py:28(InlineBackendConfig)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib_inline/config.py:32(InlineBackend)
        1    0.000    0.000    0.001    0.001 /home/speersm/.local/lib/python3.10/site-packages/matplotlib_inline/config.py:1(<module>)
        1    0.027    0.027    7.626    7.626 /tmp/ipykernel_137567/2400321988.py:1(main)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backends/__init__.py:1(<module>)
        1    0.002    0.002    0.008    0.008 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1449(_findfont_cached)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1552(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1547(_get_font)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:1572(_cached_realpath)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/lines.py:726(_is_sorted)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/markers.py:543(_half_fill)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/markers.py:546(_set_circle)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/markers.py:558(_set_point)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:3573(Show)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/backend_bases.py:3558(export)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.is_sorted}
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/path.py:801(unit_circle)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/path.py:813(circle)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/__init__.py:165(_get_version)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/__init__.py:187(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/__init__.py:1195(interactive)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:220(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:363(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'uniform' of 'numpy.random.mtrand.RandomState' objects}
        1    0.000    0.000    0.000    0.000 {numpy.random.mtrand.seed}
        1    0.000    0.000    0.000    0.000 /home/speersm/GitHub/force_calculation_and_wave_sim/wavesim_functions.py:436(rayleigh_cdf)
        1    0.000    0.000    0.000    0.000 /home/speersm/GitHub/force_calculation_and_wave_sim/wavesim_functions.py:452(rayleigh_pdf)
        1    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1149(_argmax_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1153(argmax)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(argmax)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/ipykernel/zmqshell.py:68(_default_thread_local)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/pylabtools.py:266(<listcomp>)
        1    0.000    0.000    0.004    0.004 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/pylabtools.py:241(select_figure_formats)
        1    0.000    0.000    0.001    0.001 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/pylabtools.py:344(activate_matplotlib)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:55(_default_formatter)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:60(_default_mime_formatter)
        1    0.000    0.000    0.004    0.004 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:67(_formatters_default)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:428(for_type)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:672(_singleton_printers_default)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:676(_type_printers_default)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/core/formatters.py:687(_deferred_printers_default)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/IPython/utils/decorators.py:28(flag_calls)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1256(instance_init)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1690(_register_validator)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:1986(_resolve_string)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2514(validate)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2555(subclass_init)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2629(subclass_init)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2791(__init__)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2863(validate)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2875(validate_elements)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2889(class_init)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2894(subclass_init)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:2966(__init__)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:3011(validate_elements)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/traitlets.py:3034(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:38(_ignore_error)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 /home/speersm/.local/lib/python3.10/site-packages/traitlets/utils/importstring.py:8(import_item)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:512(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:525(__getitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:615(_make_child)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:853(__truediv__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:875(parents)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:1064(resolve)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:1285(exists)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2696(replace)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1261(append)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1307(disable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1315(getLogger)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1366(_fixupParents)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1435(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1710(getEffectiveLevel)
